ElectionDistrict,ElectionPrecinct,JurisdictionCode,JurisdictionName,RaceDate,RaceName,ResultsTime,ResultsType,sourcetype,"total_cast","total_registered","total_turnout","_raw","_time"
;BALLOTS CAST - TOTAL;120
;BALLOTS CAST - Republican;20;16.67
;BALLOTS CAST - Democratic;93;77.50
;BALLOTS CAST - Non-Partisan;7;5.83
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;16.06
;VOTER TURNOUT - Republican;15.04
;VOTER TURNOUT - Democratic;23.60
;VOTER TURNOUT - Non-Partisan;3.18
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

007,016,0716,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:06 AM","OFFICIAL RESULTS
",test,518,2061,"25.13","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:06 AM;June 26, 2018
;STATISTICS
;0716 007-016
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2061
;REGISTERED VOTERS - Republican;359;17.42
;REGISTERED VOTERS - Democratic;1263;61.28
;REGISTERED VOTERS - Non-Partisan;439;21.30
;BALLOTS CAST - TOTAL;518
;BALLOTS CAST - Republican;29;5.60
;BALLOTS CAST - Democratic;475;91.70
;BALLOTS CAST - Non-Partisan;14;2.70
;BALLOTS CAST - BLANK;1;.19
;VOTER TURNOUT - TOTAL;25.13
;VOTER TURNOUT - Republican;8.08
;VOTER TURNOUT - Democratic;37.61
;VOTER TURNOUT - Non-Partisan;3.19
;VOTER TURNOUT - BLANK;.05
;
;","1571302940.16"

007,004,0704,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:03 AM","OFFICIAL RESULTS
",test,867,4274,"20.29","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:03 AM;June 26, 2018
;STATISTICS
;0704 007-004
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4274
;REGISTERED VOTERS - Republican;632;14.79
;REGISTERED VOTERS - Democratic;2672;62.52
;REGISTERED VOTERS - Non-Partisan;970;22.70
;BALLOTS CAST - TOTAL;867
;BALLOTS CAST - Republican;54;6.23
;BALLOTS CAST - Democratic;780;89.97
;BALLOTS CAST - Non-Partisan;33;3.81
;BALLOTS CAST - BLANK;1;.12
;VOTER TURNOUT - TOTAL;20.29
;VOTER TURNOUT - Republican;8.54
;VOTER TURNOUT - Democratic;29.19
;VOTER TURNOUT - Non-Partisan;3.40
;VOTER TURNOUT - BLANK;.02
;
;","1571302940.16"

005,019,0519,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","07:20 PM","OFFICIAL RESULTS
",test,431,3342,"12.90","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:07:20 PM;June 26, 2018
;STATISTICS
;0519 005-019
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3342
;REGISTERED VOTERS - Republican;753;22.53
;REGISTERED VOTERS - Democratic;1865;55.80
;REGISTERED VOTERS - Non-Partisan;724;21.66
;BALLOTS CAST - TOTAL;431
;BALLOTS CAST - Republican;63;14.62
;BALLOTS CAST - Democratic;342;79.35
;BALLOTS CAST - Non-Partisan;26;6.03
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;12.90
;VOTER TURNOUT - Republican;8.37
;VOTER TURNOUT - Democratic;18.34
;VOTER TURNOUT - Non-Partisan;3.59
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

013,025,1325,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:29 AM","OFFICIAL RESULTS
",test,416,3362,"12.37","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:29 AM;June 26, 2018
;STATISTICS
;1325 013-025
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3362
;REGISTERED VOTERS - Republican;409;12.17
;REGISTERED VOTERS - Democratic;2176;64.72
;REGISTERED VOTERS - Non-Partisan;777;23.11
;BALLOTS CAST - TOTAL;416
;BALLOTS CAST - Republican;30;7.21
;BALLOTS CAST - Democratic;370;88.94
;BALLOTS CAST - Non-Partisan;16;3.85
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;12.37
;VOTER TURNOUT - Republican;7.33
;VOTER TURNOUT - Democratic;17.00
;VOTER TURNOUT - Non-Partisan;2.06
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

013,070,1370,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:48 AM","OFFICIAL RESULTS
",test,28,194,"14.43","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:48 AM;June 26, 2018
;STATISTICS
;1370 013-070
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;194
;REGISTERED VOTERS - Republican;25;12.89
;REGISTERED VOTERS - Democratic;113;58.25
;REGISTERED VOTERS - Non-Partisan;56;28.87
;BALLOTS CAST - TOTAL;28
;BALLOTS CAST - Republican;5;17.86
;BALLOTS CAST - Democratic;20;71.43
;BALLOTS CAST - Non-Partisan;3;10.71
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;14.43
;VOTER TURNOUT - Republican;20.00
;VOTER TURNOUT - Democratic;17.70
;VOTER TURNOUT - Non-Partisan;5.36
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

002,001,0201,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:33 PM","OFFICIAL RESULTS
",test,500,4806,"10.40","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:33 PM;June 26, 2018
;STATISTICS
;0201 002-001
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4806
;REGISTERED VOTERS - Republican;886;18.44
;REGISTERED VOTERS - Democratic;2566;53.39
;REGISTERED VOTERS - Non-Partisan;1354;28.17
;BALLOTS CAST - TOTAL;500
;BALLOTS CAST - Republican;73;14.60
;BALLOTS CAST - Democratic;394;78.80
;BALLOTS CAST - Non-Partisan;33;6.60
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;10.40
;VOTER TURNOUT - Republican;8.24
;VOTER TURNOUT - Democratic;15.35
;VOTER TURNOUT - Non-Partisan;2.44
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

004,003,0403,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:43 PM","OFFICIAL RESULTS
",test,796,4292,"18.55","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:43 PM;June 26, 2018
;STATISTICS
;0403 004-003
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4292
;REGISTERED VOTERS - Republican;717;16.71
;REGISTERED VOTERS - Democratic;2501;58.27
;REGISTERED VOTERS - Non-Partisan;1074;25.02
;BALLOTS CAST - TOTAL;796
;BALLOTS CAST - Republican;70;8.79
;BALLOTS CAST - Democratic;691;86.81
;BALLOTS CAST - Non-Partisan;35;4.40
;BALLOTS CAST - BLANK;4;.50
;VOTER TURNOUT - TOTAL;18.55
;VOTER TURNOUT - Republican;9.76
;VOTER TURNOUT - Democratic;27.63
;VOTER TURNOUT - Non-Partisan;3.26
;VOTER TURNOUT - BLANK;.09
;
;","1571302940.16"

013,056,1356,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","04:04 PM","OFFICIAL RESULTS
",test,433,3366,"12.86","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/25/18;Montgomery, Maryland
;RUN TIME:04:04 PM;June 26, 2018
;STATISTICS
;1356 013-056
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3366
;REGISTERED VOTERS - Republican;468;13.90
;REGISTERED VOTERS - Democratic;2187;64.97
;REGISTERED VOTERS - Non-Partisan;711;21.12
;BALLOTS CAST - TOTAL;433
;BALLOTS CAST - Republican;51;11.78
;BALLOTS CAST - Democratic;363;83.83
;BALLOTS CAST - Non-Partisan;19;4.39
;BALLOTS CAST - BLANK;1;.23
;VOTER TURNOUT - TOTAL;12.86
;VOTER TURNOUT - Republican;10.90
;VOTER TURNOUT - Democratic;16.60
;VOTER TURNOUT - Non-Partisan;2.67
;VOTER TURNOUT - BLANK;.03
;
;","1571302940.16"

001,005,0105,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:31 PM","OFFICIAL RESULTS
",test,410,2918,"14.05","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:31 PM;June 26, 2018
;STATISTICS
;0105 001-005
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2918
;REGISTERED VOTERS - Republican;908;31.12
;REGISTERED VOTERS - Democratic;1305;44.72
;REGISTERED VOTERS - Non-Partisan;705;24.16
;BALLOTS CAST - TOTAL;410
;BALLOTS CAST - Republican;96;23.41
;BALLOTS CAST - Democratic;301;73.41
;BALLOTS CAST - Non-Partisan;13;3.17
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;14.05
;VOTER TURNOUT - Republican;10.57
;VOTER TURNOUT - Democratic;23.07
;VOTER TURNOUT - Non-Partisan;1.84
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

012,002,1202,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:16 AM","OFFICIAL RESULTS
",test,329,2633,"12.50","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:16 AM;June 26, 2018
;STATISTICS
;1202 012-002
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2633
;REGISTERED VOTERS - Republican;1090;41.40
;REGISTERED VOTERS - Democratic;912;34.64
;REGISTERED VOTERS - Non-Partisan;631;23.97
;BALLOTS CAST - TOTAL;329
;BALLOTS CAST - Republican;130;39.51
;BALLOTS CAST - Democratic;177;53.80
;BALLOTS CAST - Non-Partisan;22;6.69
;BALLOTS CAST - BLANK;1;.30
;VOTER TURNOUT - TOTAL;12.50
;VOTER TURNOUT - Republican;11.93
;VOTER TURNOUT - Democratic;19.41
;VOTER TURNOUT - Non-Partisan;3.49
;VOTER TURNOUT - BLANK;.04
;
;","1571302940.16"

006,011,0611,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","09:07 PM","OFFICIAL RESULTS
",test,8,70,"11.43","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:09:07 PM;June 26, 2018
;STATISTICS
;0611 006-011
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;70
;REGISTERED VOTERS - Republican;22;31.43
;REGISTERED VOTERS - Democratic;36;51.43
;REGISTERED VOTERS - Non-Partisan;12;17.14
;BALLOTS CAST - TOTAL;8
;BALLOTS CAST - Republican;0
;BALLOTS CAST - Democratic;8;100.00
;BALLOTS CAST - Non-Partisan;0
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;11.43
;VOTER TURNOUT - Republican;.
;VOTER TURNOUT - Democratic;22.22
;VOTER TURNOUT - Non-Partisan;.
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

013,071,1371,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:48 AM","OFFICIAL RESULTS
",test,507,2011,"25.21","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:48 AM;June 26, 2018
;STATISTICS
;1371 013-071
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2011
;REGISTERED VOTERS - Republican;468;23.27
;REGISTERED VOTERS - Democratic;1309;65.09
;REGISTERED VOTERS - Non-Partisan;234;11.64
;BALLOTS CAST - TOTAL;507
;BALLOTS CAST - Republican;92;18.15
;BALLOTS CAST - Democratic;407;80.28
;BALLOTS CAST - Non-Partisan;8;1.58
;BALLOTS CAST - BLANK;1;.20
;VOTER TURNOUT - TOTAL;25.21
;VOTER TURNOUT - Republican;19.66
;VOTER TURNOUT - Democratic;31.09
;VOTER TURNOUT - Non-Partisan;3.42
;VOTER TURNOUT - BLANK;.05
;
;","1571302940.16"

004,020,0420,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","03:59 PM","OFFICIAL RESULTS
",test,686,3944,"17.39","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:03:59 PM;June 26, 2018
;STATISTICS
;0420 004-020
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3944
;REGISTERED VOTERS - Republican;848;21.50
;REGISTERED VOTERS - Democratic;2065;52.36
;REGISTERED VOTERS - Non-Partisan;1031;26.14
;BALLOTS CAST - TOTAL;686
;BALLOTS CAST - Republican;96;13.99
;BALLOTS CAST - Democratic;561;81.78
;BALLOTS CAST - Non-Partisan;29;4.23
;BALLOTS CAST - BLANK;1;.15
;VOTER TURNOUT - TOTAL;17.39
;VOTER TURNOUT - Republican;11.32
;VOTER TURNOUT - Democratic;27.17
;VOTER TURNOUT - Non-Partisan;2.81
;VOTER TURNOUT - BLANK;.03
;
;","1571302940.16"

013,002,1302,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:22 AM","OFFICIAL RESULTS
",test,756,5396,"14.01","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:22 AM;June 26, 2018
;STATISTICS
;1302 013-002
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;5396
;REGISTERED VOTERS - Republican;694;12.86
;REGISTERED VOTERS - Democratic;3441;63.77
;REGISTERED VOTERS - Non-Partisan;1261;23.37
;BALLOTS CAST - TOTAL;756
;BALLOTS CAST - Republican;57;7.54
;BALLOTS CAST - Democratic;657;86.90
;BALLOTS CAST - Non-Partisan;42;5.56
;BALLOTS CAST - BLANK;3;.40
;VOTER TURNOUT - TOTAL;14.01
;VOTER TURNOUT - Republican;8.21
;VOTER TURNOUT - Democratic;19.09
;VOTER TURNOUT - Non-Partisan;3.33
;VOTER TURNOUT - BLANK;.06
;
;","1571302940.16"

007,019,0719,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:07 AM","OFFICIAL RESULTS
",test,1022,4107,"24.88","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:07 AM;June 26, 2018
;STATISTICS
;0719 007-019
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4107
;REGISTERED VOTERS - Republican;690;16.80
;REGISTERED VOTERS - Democratic;2454;59.75
;REGISTERED VOTERS - Non-Partisan;963;23.45
;BALLOTS CAST - TOTAL;1022
;BALLOTS CAST - Republican;95;9.30
;BALLOTS CAST - Democratic;880;86.11
;BALLOTS CAST - Non-Partisan;47;4.60
;BALLOTS CAST - BLANK;1;.10
;VOTER TURNOUT - TOTAL;24.88
;VOTER TURNOUT - Republican;13.77
;VOTER TURNOUT - Democratic;35.86
;VOTER TURNOUT - Non-Partisan;4.88
;VOTER TURNOUT - BLANK;.02
;
;","1571302940.16"

013,053,1353,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:42 AM","OFFICIAL RESULTS
",test,371,1726,"21.49","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:42 AM;June 26, 2018
;STATISTICS
;1353 013-053
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1726
;REGISTERED VOTERS - Republican;276;15.99
;REGISTERED VOTERS - Democratic;1089;63.09
;REGISTERED VOTERS - Non-Partisan;361;20.92
;BALLOTS CAST - TOTAL;371
;BALLOTS CAST - Republican;25;6.74
;BALLOTS CAST - Democratic;329;88.68
;BALLOTS CAST - Non-Partisan;17;4.58
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;21.49
;VOTER TURNOUT - Republican;9.06
;VOTER TURNOUT - Democratic;30.21
;VOTER TURNOUT - Non-Partisan;4.71
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

013,045,1345,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:39 AM","OFFICIAL RESULTS
",test,270,1653,"16.33","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:39 AM;June 26, 2018
;STATISTICS
;1345 013-045
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1653
;REGISTERED VOTERS - Republican;282;17.06
;REGISTERED VOTERS - Democratic;991;59.95
;REGISTERED VOTERS - Non-Partisan;380;22.99
;BALLOTS CAST - TOTAL;270
;BALLOTS CAST - Republican;29;10.74
;BALLOTS CAST - Democratic;233;86.30
;BALLOTS CAST - Non-Partisan;8;2.96
;BALLOTS CAST - BLANK;1;.37
;VOTER TURNOUT - TOTAL;16.33
;VOTER TURNOUT - Republican;10.28
;VOTER TURNOUT - Democratic;23.51
;VOTER TURNOUT - Non-Partisan;2.11
;VOTER TURNOUT - BLANK;.06
;
;","1571302940.16"

009,009,0909,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:50 AM","OFFICIAL RESULTS
",test,519,4007,"12.95","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:50 AM;June 26, 2018
;STATISTICS
;0909 009-009
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4007
;REGISTERED VOTERS - Republican;535;13.35
;REGISTERED VOTERS - Democratic;2524;62.99
;REGISTERED VOTERS - Non-Partisan;948;23.66
;BALLOTS CAST - TOTAL;519
;BALLOTS CAST - Republican;62;11.95
;BALLOTS CAST - Democratic;425;81.89
;BALLOTS CAST - Non-Partisan;32;6.17
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;12.95
;VOTER TURNOUT - Republican;11.59
;VOTER TURNOUT - Democratic;16.84
;VOTER TURNOUT - Non-Partisan;3.38
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

005,002,0502,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","07:05 PM","OFFICIAL RESULTS
",test,360,3005,"11.98","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:07:05 PM;June 26, 2018
;STATISTICS
;0502 005-002
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3005
;REGISTERED VOTERS - Republican;238;7.92
;REGISTERED VOTERS - Democratic;2191;72.91
;REGISTERED VOTERS - Non-Partisan;576;19.17
;BALLOTS CAST - TOTAL;360
;BALLOTS CAST - Republican;11;3.06
;BALLOTS CAST - Democratic;333;92.50
;BALLOTS CAST - Non-Partisan;16;4.44
;BALLOTS CAST - BLANK;1;.28
;VOTER TURNOUT - TOTAL;11.98
;VOTER TURNOUT - Republican;4.62
;VOTER TURNOUT - Democratic;15.20
;VOTER TURNOUT - Non-Partisan;2.78
;VOTER TURNOUT - BLANK;.03
;
;","1571302940.16"

013,020,1320,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:27 AM","OFFICIAL RESULTS
",test,418,2250,"18.58","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:27 AM;June 26, 2018
;STATISTICS
;1320 013-020
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2250
;REGISTERED VOTERS - Republican;547;24.31
;REGISTERED VOTERS - Democratic;1228;54.58
;REGISTERED VOTERS - Non-Partisan;475;21.11
;BALLOTS CAST - TOTAL;418
;BALLOTS CAST - Republican;40;9.57
;BALLOTS CAST - Democratic;366;87.56
;BALLOTS CAST - Non-Partisan;12;2.87
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;18.58
;VOTER TURNOUT - Republican;7.31
;VOTER TURNOUT - Democratic;29.80
;VOTER TURNOUT - Non-Partisan;2.53
;VOTER TURNOUT - BLANK;.
;
;","1571302940.16"

013,018,1318,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:27 AM","OFFICIAL RESULTS
",test,581,2182,"26.63","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:27 AM;June 26, 2018
;STATISTICS
;1318 013-018
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2182
;REGISTERED VOTERS - Republican;188;8.62
;REGISTERED VOTERS - Democratic;1616;74.06
;REGISTERED VOTERS - Non-Partisan;378;17.32
;BALLOTS CAST - TOTAL;581
;BALLOTS CAST - Republican;22;3.79
;BALLOTS CAST - Democratic;551;94.84
;BALLOTS CAST - Non-Partisan;8;1.38
;BALLOTS CAST - BLANK;1;.17
;VOTER TURNOUT - TOTAL;26.63
;VOTER TURNOUT - Republican;11.70
;VOTER TURNOUT - Democratic;34.10
;VOTER TURNOUT - Non-Partisan;2.12
;VOTER TURNOUT - BLANK;.05
;
;","1571302940.16"

004,017,0417,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","07:11 PM","OFFICIAL RESULTS
",test,558,2722,"20.50","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/23/18;Montgomery, Maryland
;RUN TIME:07:11 PM;June 26, 2018
;STATISTICS
;0417 004-017
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2722
;REGISTERED VOTERS - Republican;381;14.00
;REGISTERED VOTERS - Democratic;1679;61.68
;REGISTERED VOTERS - Non-Partisan;662;24.32
;BALLOTS CAST - TOTAL;558
;BALLOTS CAST - Republican;50;8.96
;BALLOTS CAST - Democratic;482;86.38
;BALLOTS CAST - Non-Partisan;26;4.66
;BALLOTS CAST - BLANK;1;.18
;VOTER TURNOUT - TOTAL;20.50
;VOTER TURNOUT - Republican;13.12
;VOTER TURNOUT - Democratic;28.71
;VOTER TURNOUT - Non-Partisan;3.93
;VOTER TURNOUT - BLANK;.04
;
;","1571302940.16"

013,058,1358,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:43 AM","OFFICIAL RESULTS
",test,772,3699,"20.87","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:43 AM;June 26, 2018
;STATISTICS
;1358 013-058
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3699
;REGISTERED VOTERS - Republican;446;12.06
;REGISTERED VOTERS - Democratic;2451;66.26
;REGISTERED VOTERS - Non-Partisan;802;21.68
;BALLOTS CAST - TOTAL;772
;BALLOTS CAST - Republican;46;5.96
;BALLOTS CAST - Democratic;695;90.03
;BALLOTS CAST - Non-Partisan;31;4.02
;BALLOTS CAST - BLANK;3;.39
;VOTER TURNOUT - TOTAL;20.87
;VOTER TURNOUT - Republican;10.31
;VOTER TURNOUT - Democratic;28.36
;VOTER TURNOUT - Non-Partisan;3.87
;VOTER TURNOUT - BLANK;.08
;
;","1571302940.16"

010,007,1007,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:02 AM","OFFICIAL RESULTS
",test,493,2823,"17.46","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:02 AM;June 26, 2018
;STATISTICS
;1007 010-007
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2823
;REGISTERED VOTERS - Republican;702;24.87
;REGISTERED VOTERS - Democratic;1409;49.91
;REGISTERED VOTERS - Non-Partisan;712;25.22
;BALLOTS CAST - TOTAL;493
;BALLOTS CAST - Republican;64;12.98
;BALLOTS CAST - Democratic;415;84.18
;BALLOTS CAST - Non-Partisan;14;2.84
;BALLOTS CAST - BLANK;1;.20
;VOTER TURNOUT - TOTAL;17.46
;VOTER TURNOUT - Republican;9.12
;VOTER TURNOUT - Democratic;29.45
;VOTER TURNOUT - Non-Partisan;1.97
;VOTER TURNOUT - BLANK;.04
;
;","1571302940.16"

007,027,0727,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:11 AM","OFFICIAL RESULTS
",test,360,1794,"20.07","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:11 AM;June 26, 2018
;STATISTICS
;0727 007-027
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1794
;REGISTERED VOTERS - Republican;370;20.62
;REGISTERED VOTERS - Democratic;1010;56.30
;REGISTERED VOTERS - Non-Partisan;414;23.08
;BALLOTS CAST - TOTAL;360
;BALLOTS CAST - Republican;39;10.83
;BALLOTS CAST - Democratic;313;86.94
;BALLOTS CAST - Non-Partisan;8;2.22
;BALLOTS CAST - BLANK;2;.56
;VOTER TURNOUT - TOTAL;20.07
;VOTER TURNOUT - Republican;10.54
;VOTER TURNOUT - Democratic;30.99
;VOTER TURNOUT - Non-Partisan;1.93
;VOTER TURNOUT - BLANK;.11
;
;","1571302940.16"

007,023,0723,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:08 AM","OFFICIAL RESULTS
",test,861,4216,"20.42","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:08 AM;June 26, 2018
;STATISTICS
;0723 007-023
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4216
;REGISTERED VOTERS - Republican;833;19.76
;REGISTERED VOTERS - Democratic;2446;58.02
;REGISTERED VOTERS - Non-Partisan;937;22.22
;BALLOTS CAST - TOTAL;861
;BALLOTS CAST - Republican;79;9.18
;BALLOTS CAST - Democratic;758;88.04
;BALLOTS CAST - Non-Partisan;24;2.79
;BALLOTS CAST - BLANK;1;.12
;VOTER TURNOUT - TOTAL;20.42
;VOTER TURNOUT - Republican;9.48
;VOTER TURNOUT - Democratic;30.99
;VOTER TURNOUT - Non-Partisan;2.56
;VOTER TURNOUT - BLANK;.02
;
;","1571302940.16"

004,004,0404,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:44 PM","OFFICIAL RESULTS
",test,386,2022,"19.09","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:44 PM;June 26, 2018
;STATISTICS
;0404 004-004
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2022
;REGISTERED VOTERS - Republican;315;15.58
;REGISTERED VOTERS - Democratic;1187;58.70
;REGISTERED VOTERS - Non-Partisan;520;25.72
;BALLOTS CAST - TOTAL;386
;BALLOTS CAST - Republican;26;6.74
;BALLOTS CAST - Democratic;342;88.60
;BALLOTS CAST - Non-Partisan;18;4.66
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;19.09
;VOTER TURNOUT - Republican;8.25
;VOTER TURNOUT - Democratic;28.81
;VOTER TURNOUT - Non-Partisan;3.46
